ABN,ABN Status,DGR Status Date,State,PostCode,Entity Name,Item,ItemType
54742771196,Active,2013-07-01,ACT,2600,NATIONAL PORTRAIT GALLERY OF AUSTRALIA,Items 1 & 4,Endorsed DGR
68480848412,Active,2013-11-14,ACT,2600,NATIONAL RURAL HEALTH ALLIANCE INC,Item 1,Endorsed DGR
30620774963,Active,2008-07-08,ACT,2600,OLD PARLIAMENT HOUSE,Items 1 & 4,Endorsed DGR
47163001045,Active,2013-06-01,ACT,2600,ONCOLOGY MASSAGE LIMITED,Item 1,Endorsed DGR
69147676926,Active,2011-03-15,ACT,2600,Painaustralia Limited,Item 1,Endorsed DGR
69128114956,Active,2007-10-22,ACT,2600,Palliative Care Foundation Limited,Item 1,Endorsed DGR
46011714078,Active,2001-01-01,ACT,2600,PARKINSON'S AUSTRALIA INC,Item 1,Endorsed DGR
41062894473,Active,2010-08-21,ACT,2600,PUBLIC HEALTH ASSOCIATION OF AUSTRALIA INCORPORATED,Item 1,Endorsed DGR
76092919769,Active,2000-12-07,ACT,2600,RECONCILIATION AUSTRALIA LIMITED,Item 1,Listed by name DGR
34199851375,Active,2014-12-01,ACT,2600,RELATIONSHIPS AUSTRALIA CANBERRA & REGION INCORPORATED,Item 1,Endorsed DGR
45852104259,Active,2003-07-01,ACT,2600,ROYAL AUSTRALIAN MINT,Items 1 & 4,Endorsed DGR
69004271103,Active,2000-07-01,ACT,2600,ROYAL COLLEGE OF NURSING; AUSTRALIA,Item 1,Listed by name DGR
31457453426,Active,2000-07-01,ACT,2600,ROYAL LIFE SAVING SOCIETY AUSTRALIA ACT BRANCH INC,Item 1,Endorsed DGR
99668654249,Active,2000-07-01,ACT,2600,RSPCA AUSTRALIA,Item 1,Listed by name DGR
92088913517,Active,2012-10-01,ACT,2600,SERVICES FOR AUSTRALIAN RURAL AND REMOTE ALLIED HEALTH INC,Item 1,Endorsed DGR
81008552967,Active,2000-07-01,ACT,2600,SOCIETY OF ST. VINCENT DE PAUL PTY. LIMITED,Item 1,Endorsed DGR
12003741878,Active,2000-07-01,ACT,2600,ST JOHN AMBULANCE AUSTRALIA (ACT) INCORPORATED,Item 1,Endorsed DGR
16732852554,Active,2007-07-01,ACT,2600,ST VINCENT DE PAUL SOCIETY (CANBERRA/GOULBURN) INCORPORATED,Item 1,Endorsed DGR
50748098845,Active,2011-03-31,ACT,2600,St Vincent de Paul Society National Council of Australia Incorporated,Item 1,Endorsed DGR
83373110633,Active,2000-07-01,ACT,2600,ST. JOHN AMBULANCE AUSTRALIA INCORPORATED,Item 1,Endorsed DGR
43000106829,Active,2000-07-01,ACT,2600,THE COLLEGE OF NURSING,Item 1,Listed by name DGR
43245148764,Active,2000-07-01,ACT,2600,THE LEGACY CLUB OF CANBERRA INCORPORATED,Item 1,Endorsed DGR
81100263063,Active,2005-01-13,ACT,2600,THE PAGE RESEARCH CENTRE LIMITED,Item 1,Listed by name DGR
47539937137,Active,2015-05-22,ACT,2600,The Trustee for C.F. Leung Memorial Trust,Item 2,Endorsed DGR - Private Ancillary Fund
70993059977,Active,2004-11-23,ACT,2600,The trustee for CAMA Services Overseas Aid Fund,Item 2,Endorsed DGR - Public Ancillary Fund
47602257246,Active,2008-07-01,ACT,2600,The trustee for Forestry Scholarship Fund,Item 1,Endorsed DGR
24969723547,Active,2014-06-04,ACT,2600,The Trustee for GABRIEL FOUNDATION SCHOLARSHIP FUND,Item 1,Endorsed DGR
31347074602,Active,2007-12-10,ACT,2600,The trustee for ST VINCENT DE PAUL SOCIETY NATIONAL COUNCIL OF AUSTRALIA ENDOWMENT FUND,Item 2,Endorsed DGR - Public Ancillary Fund
77869364029,Active,2011-06-27,ACT,2600,The trustee for The Gordon Ross Foundation,Item 2,Endorsed DGR - Private Ancillary Fund
36316440845,Active,2016-03-21,ACT,2600,THE TRUSTEE FOR THE KENYON FOUNDATION,Item 2,Endorsed DGR - Private Ancillary Fund
89109314142,Active,2000-07-01,ACT,2600,The Trustee for THE ORDER OF AUSTRALIA ASSOCIATION FOUNDATION,Item 2,Endorsed DGR - Public Ancillary Fund
90997358829,Active,2013-09-24,ACT,2600,THE WODEN SCHOOL,Item 1,Endorsed DGR
50065080239,Active,2000-07-01,ACT,2600,WOMEN'S HOSPITALS AUSTRALASIA INCORPORATED,Item 1,Endorsed DGR
89952764183,Active,2000-07-01,ACT,2600,YOUNG MENS CHRISTIAN ASSOCIATION OF CANBERRA,Item 1,Endorsed DGR
33141580618,Active,2010-05-01,ACT,2600,YOUTHCARE CANBERRA LIMITED,Item 1,Endorsed DGR
16663183919,Active,2000-07-01,ACT,2601,ACT & DISTRICTS STOMA ASSN INC,Item 1,Endorsed DGR
65143504744,Active,2007-07-01,ACT,2601,ACT MENTAL HEALTH CONSUMER NETWORK INC,Item 1,Endorsed DGR
90670934099,Active,2005-07-18,ACT,2601,Advocacy For Inclusion Incorporated,Item 1,Endorsed DGR
26143361976,Active,2007-07-01,ACT,2601,AFFIRM Foundation,Item 2,Endorsed DGR - Public Ancillary Fund
42008198644,Active,2006-10-06,ACT,2601,AFFIRM: THE AUSTRALIAN FOUNDATION FOR MENTAL HEALTH RESEARCH,Item 1,Endorsed DGR
97812719846,Active,2000-07-01,ACT,2601,AIDS ACTION COUNCIL OF THE ACT INC,Item 1,Endorsed DGR
69198255076,Active,2000-07-01,ACT,2601,Anglicare NSW South NSW West and ACT,Item 1,Endorsed DGR
53881349879,Active,2000-07-01,ACT,2601,AUST LAW AND JUSTICE WELFARE FOUNDATION,Item 1,Endorsed DGR
95102677417,Active,2013-03-27,ACT,2601,Australasian Centre for Corporate Responsibility,Item 1,Endorsed DGR
90700613342,Active,2000-07-01,ACT,2601,AUSTRALIAN ACADEMY OF SCIENCE,Item 1,Listed by name DGR
87158627386,Active,2016-12-19,ACT,2601,AUSTRALIAN INDIGENOUS GOVERNANCE INSTITUTE LIMITED,Item 1,Endorsed DGR
68091455551,Active,2008-05-01,ACT,2601,AUSTRALIAN INDIGENOUS LEADERSHIP CENTRE LTD,Item 1,Endorsed DGR
62020533641,Active,2000-07-01,ACT,2601,AUSTRALIAN INSTITUTE OF ABORIGINAL & TORRES STRAIT ISLANDER STUDIES,Items 1 & 4,Endorsed DGR
52234063906,Active,2000-07-01,ACT,2601,AUSTRALIAN NATIONAL UNIVERSITY,Item 1,Endorsed DGR
68100902921,Active,2002-07-01,ACT,2601,AUSTRALIAN RESEARCH ALLIANCE FOR CHILDREN AND YOUTH LIMITED,Item 1,Endorsed DGR
81731558309,Active,2016-01-01,ACT,2601,AUSTRALIAN SCIENCE INNOVATIONS INCORPORATED,Item 1,Listed by name DGR
45037269595,Active,2000-07-01,ACT,2601,C A R E INC,Item 1,Endorsed DGR
23708616327,Active,2000-07-01,ACT,2601,CANBERRA BLIND SOCIETY INCORPORATED,Item 1,Endorsed DGR
41687119230,Active,2000-07-01,ACT,2601,COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANISATION,Item 1,Endorsed DGR
82323047390,Active,2016-06-22,ACT,2601,Community Mental Health Australia Incorporated,Item 1,Endorsed DGR
41412446517,Active,2000-07-01,ACT,2601,COMMUNITY PROGRAMS ASSOCIATION INC,Item 1,Endorsed DGR
65639472211,Active,2016-07-01,ACT,2601,CONFLICT RESOLUTION SERVICE INC,Item 1,Endorsed DGR
61428568863,Active,2014-02-05,ACT,2601,Creative Literacy Laos Incorporated,Item 1,Endorsed DGR
74599608295,Active,2016-09-01,ACT,2601,DEPARTMENT OF INDUSTRY INNOVATION AND SCIENCE,Item 1,Endorsed DGR
54979533031,Active,2004-08-31,ACT,2601,EVERYMAN AUSTRALIA INCORPORATED,Item 1,Endorsed DGR
41706886372,Active,2016-11-05,ACT,2601,Friends of Femili PNG Incorporated,Item 1,Endorsed DGR
57867998182,Active,2000-07-01,ACT,2601,J C OLSSON RELIEF TRUST FUND,Item 1,Endorsed DGR
93085301640,Active,2005-07-01,ACT,2601,JOHN XXIII COLLEGE,Item 1,Endorsed DGR
40848011291,Active,2000-07-01,ACT,2601,LEGAL AID COMMISSION ACT,Item 1,Endorsed DGR
84081031263,Active,2000-07-01,ACT,2601,LIFELINE AUSTRALIA LTD,Item 1,Endorsed DGR
14207094003,Active,2000-07-01,ACT,2601,LIFELINE CANBERRA INC,Item 1,Endorsed DGR
14618509818,Active,2017-05-29,ACT,2601,LIFELINE DIRECT LIMITED,Item 1,Endorsed DGR
22510998138,Active,2007-01-01,ACT,2601,Mental Health Community Coalition of the ACT,Item 1,Endorsed DGR
54121600383,Active,2000-07-01,ACT,2601,MENTAL ILLNESS EDUCATION ACT INCORPORATED,Item 1,Endorsed DGR
74370795990,Active,2014-10-01,ACT,2601,Migrant and Refugee Settlement Services of the ACT Inc. (MARSS),Item 1,Endorsed DGR
81538388785,Active,2008-06-01,ACT,2601,MissionWorx,Item 1,Endorsed DGR
89078949710,Active,2000-07-01,ACT,2601,NATIONAL ABORIGINAL COMMUNITY CONTROLLED HEALTH ORGANISATION,Item 1,Endorsed DGR
41251017588,Active,2008-07-01,ACT,2601,NATIONAL FILM AND SOUND ARCHIVE OF AUSTRALIA,Items 1 & 4,Endorsed DGR
49008643927,Active,2000-07-01,ACT,2601,NATIONAL GALLERY OF AUSTRALIA FOUNDATION,Item 1,Endorsed DGR
70592297967,Active,2000-07-01,ACT,2601,NATIONAL MUSEUM OF AUSTRALIA,Items 1 & 4,Endorsed DGR
74830219723,Active,2000-07-01,ACT,2601,NATIONAL PARKS ASSOCIATION OF THE ACT INC,Item 1,Listed by name DGR
99478516183,Active,2008-07-01,ACT,2601,NATIONAL SCIENCE SUMMER SCHOOL INC,Item 1,Endorsed DGR
50797949955,Active,2000-07-01,ACT,2601,NATIONAL TRUST OF AUSTRALIA (ACT),Item 1,Listed by name DGR
49624097776,Active,2018-01-30,ACT,2601,NK FOUNDATION LIMITED,Item 1,Endorsed DGR
51459893290,Active,2000-07-01,ACT,2601,PREGNANCY SUPPORT SERVICE (ACT) INC,Item 1,Endorsed DGR
45551412209,Active,2000-07-01,ACT,2601,PRISONERS AID (ACT) INC.,Item 1,Endorsed DGR
46160299409,Active,2012-09-11,ACT,2601,PROJECT INDEPENDENCE LTD,Item 1,Endorsed DGR
89389381869,Active,2006-07-01,ACT,2601,SEXUAL HEALTH AND FAMILY PLANNING ACT INCORPORATED,Item 1,Endorsed DGR
90168153740,Active,2014-03-13,ACT,2601,SOPHIE'S GIFTS LIMITED,Item 1,Endorsed DGR
47605813125,Active,2015-06-16,ACT,2601,TARA COSTIGAN FOUNDATION LTD.,Item 1,Endorsed DGR
86091391258,Active,2005-05-20,ACT,2601,THE CHIFLEY RESEARCH CENTRE LIMITED,Item 1,Listed by name DGR
60223407198,Active,2006-11-08,ACT,2601,THE RSI & OVERUSE INJURY ASSOCIATION OF THE ACT,Item 1,Endorsed DGR
13120663736,Active,2000-07-01,ACT,2601,THE STAGEMASTER INC,Item 1,Endorsed DGR
63680159365,Active,2003-01-20,ACT,2601,The Trustee for Australian Taxation Office Necessitous Circumstances Fund,Item 1,Endorsed DGR
33180890151,Active,2003-03-14,ACT,2601,The Trustee for capital Region Community Foundation Gift Fund,Item 2,Endorsed DGR - Public Ancillary Fund
92277326035,Active,2013-07-01,ACT,2601,The Trustee for National Arboretum Canberra Fund,Item 1,Listed by name DGR
62151962281,Active,2012-07-01,ACT,2601,The trustee for The Peter McCullagh Foundation,Item 2,Endorsed DGR - Private Ancillary Fund
16008445707,Active,2012-12-03,ACT,2601,THE WINSTON CHURCHILL MEMORIAL TRUST,Item 1,Listed by name DGR
48008389151,Active,2000-07-01,ACT,2601,THE YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF CANBERRA,Item 1,Endorsed DGR
54622028125,Active,2008-01-01,ACT,2601,UCA - UnitingCare Canberra City,Item 1,Endorsed DGR
23638729775,Active,2012-09-05,ACT,2601,UN WOMEN NATIONAL COMMITTEE AUSTRALIA LTD,Item 1,Endorsed DGR
90927148968,Active,2009-11-01,ACT,2601,UNIT COMMITTEE TS CANBERRA AUSTRALIAN NAVY CADETS,Item 1,Endorsed DGR
30433789697,Active,2000-07-01,ACT,2601,VOLUNTEERING AND CONTACT ACT LIMITED,Item 1,Endorsed DGR
23062806464,Active,2000-07-01,ACT,2601,VOLUNTEERING AUSTRALIA INCORPORATED,Item 1,Endorsed DGR
74111663873,Active,2004-11-04,ACT,2601,Young Women's Christian Association of Australia,Item 1,Endorsed DGR
88950956863,Active,2005-12-09,ACT,2602,A GENDER AGENDA INC,Item 1,Endorsed DGR
50515216820,Active,2015-04-10,ACT,2602,ALCOHOL TOBACCO AND OTHER DRUG ASSOCIATION AUSTRALIAN CAPITAL TERRITORY INCORPORATED,Item 1,Endorsed DGR
95834198262,Active,2000-07-01,ACT,2602,Anglicare Australia Inc,Item 1,Endorsed DGR
76948558167,Active,2000-07-01,ACT,2602,BERYL WOMEN INCORPORATED,Item 1,Endorsed DGR
95953949607,Active,2006-11-30,ACT,2602,Bethany Healing Foundation Incorporated,Item 1,Endorsed DGR
19481782430,Active,2004-04-01,ACT,2602,BLACK MOUNTAIN SCHOOL,Item 1,Endorsed DGR
72730502515,Active,2005-03-18,ACT,2602,DHAMMADHARA BUDDHIST INCORPORATED,Item 1,Endorsed DGR
65614990144,Active,2016-10-07,ACT,2602,FOR THE LOVE OF BIKES LIMITED,Item 1,Endorsed DGR
30587589550,Active,2000-07-01,ACT,2602,HARE KRISHNA FOOD FOR LIFE INC,Item 1,Endorsed DGR
59698548902,Active,2015-12-08,ACT,2602,HEALTH CARE CONSUMERS ASSOC OF THE A.C.T. INCORPORATED,Item 1,Endorsed DGR
70164220204,Active,2013-06-24,ACT,2602,IMAGINE MORE LTD,Item 1,Endorsed DGR
13100893175,Active,2000-07-01,ACT,2602,KOOLAMON FELLOWSHIP INCORPORATED,Item 1,Endorsed DGR
41611139210,Active,2016-10-05,ACT,2602,MEDCIRC FOUNDATION LIMITED,Item 1,Endorsed DGR
60532803617,Active,2000-07-01,ACT,2602,MORSHEAD HOME FOR VETERANS AND OTHER AGED PERSONS LIMITED,Item 1,Endorsed DGR
81090394261,Active,2000-07-01,ACT,2602,NORTHSIDE COMMUNITY SERVICE LIMITED,Item 1,Endorsed DGR
13842679274,Active,2016-06-28,ACT,2602,PAIN SUPPORT ACT INCORPORATED,Item 1,Endorsed DGR
58256209619,Active,2000-07-01,ACT,2602,PALLIATIVE CARE ACT INCORPORATED,Item 1,Endorsed DGR
49069412536,Active,2009-05-21,ACT,2602,Paperworks Incorporated,Item 1,Endorsed DGR
31142795695,Active,2010-04-22,ACT,2602,Playgroup Australia Limited,Item 1,Listed by name DGR
18907406834,Active,2017-01-20,ACT,2602,Road To Mandalay Education Foundation Incorporated,Item 1,Endorsed DGR
70527956028,Active,2008-10-21,ACT,2602,SPECIAL OLYMPICS AUSTRALIAN CAPITAL TERRITORY REGION,Item 1,Endorsed DGR
47107916962,Active,2000-07-01,ACT,2602,THE ABBEYFIELD SOCIETY (ACT) INC,Item 1,Endorsed DGR
80717493481,Active,2013-07-01,ACT,2602,THE CANBERRA BURLEY GRIFFIN INDIGENOUS PROJECTS TRUST,Item 1,Endorsed DGR
19759087107,Active,2000-07-01,ACT,2602,The Trustee for CANBERRA TRADESMEN'S UNION CLUB CHARITABLE TRUST,Item 2,Endorsed DGR - Public Ancillary Fund
49208430994,Active,2000-07-01,ACT,2602,The Trustee for CFMEU CHILDRENS' HEALTHCARE TRUST,Item 2,Endorsed DGR - Public Ancillary Fund
76505212669,Active,2007-08-09,ACT,2602,The Trustee for Christian City Church Watson Trust Fund,Item 2,Endorsed DGR - Public Ancillary Fund
37442125498,Active,2001-05-11,ACT,2602,The Trustee for DARAMALAN COLLEGE BUILDING FUND,Item 1,Endorsed DGR
69104482963,Active,2015-12-03,ACT,2602,WOUNDS AUSTRALIA LIMITED,Item 1,Endorsed DGR
89544889412,Active,2000-07-01,ACT,2602,YOUTH REFUGE ASSOCIATION INC,Item 1,Endorsed DGR
40345561378,Active,2012-04-01,ACT,2602,YOUTH WITH A MISSION CANBERRA INCORPORATED,Item 1,Endorsed DGR
92265158684,Active,2017-08-14,ACT,2603,ACT JEWISH COMMUNITY INC,Items 1 & 4,Endorsed DGR
46112783114,Active,2009-05-01,ACT,2603,DRINKWISE AUSTRALIA LIMITED,Item 1,Endorsed DGR
20151804321,Active,2013-04-18,ACT,2603,DUO SERVICES AUSTRALIA LTD,Item 1,Endorsed DGR
49182290653,Active,2005-07-01,ACT,2603,FIRE BRIGADE HISTORICAL SOCIETY OF THE ACT INC,Items 1 & 4,Endorsed DGR
84142551648,Active,2010-09-16,ACT,2603,Global School Partners Ltd,Item 1,Endorsed DGR
89116603251,Active,2013-03-31,ACT,2603,IMMIGRATION PLACE AUSTRALIA,Items 1 & 4,Endorsed DGR
78669804328,Active,2009-07-01,ACT,2603,JUBILEE AUSTRALIA RESEARCH CENTRE LTD.,Item 1,Endorsed DGR
24546286505,Active,2013-07-01,ACT,2603,MAKE A MARK AUSTRALIA INCORPORATED,Item 1,Listed by name DGR
85363187904,Active,2000-07-01,ACT,2603,PALLIATIVE CARE AUSTRALIA INCORPORATED,Item 1,Endorsed DGR
94996241172,Active,2007-06-01,ACT,2603,PHOTOACCESS INCORPORATED,Items 1 & 4,Endorsed DGR
28617672714,Active,2017-06-06,ACT,2603,RICKY STUART HOUSE LTD.,Item 1,Endorsed DGR
90046512373,Active,2000-07-01,ACT,2603,ROMAN CATHOLIC CHURCH FOR THE ARCHDIOCESE OF CANBERRA AND GOULBURN AS TRUSTEES FOR CATHOLICCARE,Item 1,Endorsed DGR
63129863752,Active,2010-04-01,ACT,2603,RSL Community Care Ltd,Item 1,Endorsed DGR
90061969284,Active,2000-07-01,ACT,2603,THE AUSTRALIA INSTITUTE LTD,Item 1,Endorsed DGR
67008539955,Active,2000-07-01,ACT,2603,THE AUSTRALIANA FUND,Item 1,Listed by name DGR
76646905220,Active,2009-10-01,ACT,2603,The Tall Foundation,Item 2,Endorsed DGR - Private Ancillary Fund
14788967989,Active,2013-04-11,ACT,2603,The Trustee for Canberra Grammar School Foundation,Item 2,Endorsed DGR - Public Ancillary Fund
13228610034,Active,2013-04-05,ACT,2603,The Trustee for CANBERRA GRAMMAR SCHOOL FOUNDATION BUILDING TRUST,Item 1,Endorsed DGR
47244847699,Active,2008-03-17,ACT,2603,The Trustee for CANBERRA GRAMMAR SCHOOL FOUNDATION SCHOLARSHIP FUND,Item 1,Endorsed DGR
82305662371,Active,2017-04-06,ACT,2603,The Trustee for Clergy Retirement Foundation of the Roman Catholic Archdiocese of Canberra & Goulburn,Item 1,Endorsed DGR
84989184704,Active,2012-01-01,ACT,2603,The Trustee for Ricky Stuart Foundation,Item 2,Endorsed DGR - Public Ancillary Fund
63145836487,Active,2000-09-21,ACT,2603,The Trustee for RSL FOUNDATION,Item 1,Listed by name DGR
83675604177,Active,2009-10-01,ACT,2603,The Trustee for THE BRYAN & ROSEMARY CUTTER FOUNDATION,Item 2,Endorsed DGR - Private Ancillary Fund
27157295952,Active,2014-06-14,ACT,2603,The Trustee for The Hoff Foundation,Item 2,Endorsed DGR - Private Ancillary Fund
34183220720,Active,2014-09-04,ACT,2603,The trustee for The Independent Property Group Foundation,Item 2,Endorsed DGR - Public Ancillary Fund
26824634946,Active,2012-05-21,ACT,2603,The trustee for The National Police Foundation,Item 2,Endorsed DGR - Public Ancillary Fund
78523761489,Active,2009-10-01,ACT,2603,The trustee for Tom Efkarpidis Foundation,Item 2,Endorsed DGR - Private Ancillary Fund
89759145752,Active,2000-07-01,ACT,2603,TRUSTEES OF THE ROMAN CATHOLIC CHURCH FOR THE ARCHDIOCESE OF CANBERRA AND GOULBURN AS TRUSTEE FOR THE CANBERRA CATHOLIC SCHOOLS BUILDING FUND,Item 1,Endorsed DGR
92058746028,Active,2000-07-01,ACT,2603,TRUSTEES OF THE ROMAN CATHOLIC CHURCH FOR THE ARCHDIOCESE OF CANBERRA AND GOULBURN AS TRUSTEE FOR THE CATHOLIC PARISH OF BATEMANS BAY,Item 1,Endorsed DGR
23357238651,Active,2000-07-01,ACT,2603,TRUSTEES OF THE ROMAN CATHOLIC CHURCH FOR THE ARCHDIOCESE OF CANBERRA AND GOULBURN AS TRUSTEE FOR THE CATHOLIC PARISH OF MOROYA,Item 1,Endorsed DGR
36176658756,Active,2000-07-01,ACT,2603,TRUSTEES OF THE ROMAN CATHOLIC CHURCH FOR THE ARCHDIOCESE OF CANBERRA AND GOULBURN AS TRUSTEE FOR THE CATHOLIC PARISH OF TARALGA,Item 1,Endorsed DGR
21572438097,Active,2000-07-01,ACT,2603,TRUSTEES OF THE ROMAN CATHOLIC CHURCH FOR THE ARCHDIOCESE OF CANBERRA AND GOULBURN AS TRUSTEES FOR THE CATHOLIC PARISH OF WEST WYALONG,Item 1,Endorsed DGR
71567791250,Active,2000-07-01,ACT,2603,WESLEY MUSIC FOUNDATION,Item 1,Endorsed DGR
92140312385,Active,2009-10-30,ACT,2604,Aboriginal and Torres Strait Islander Healing Foundation Limited,Item 1,Endorsed DGR
53806922954,Active,2000-07-01,ACT,2604,COMMUNITY SERVICES #1 INCORPORATED,Item 1,Endorsed DGR
27608720136,Active,2015-11-10,ACT,2604,FOR MYBABIES LIMITED,Item 1,Endorsed DGR
61062197455,Active,2006-12-04,ACT,2604,Gretel and Gordon Bootes Medical Research and Education Foundation,Item 2,Endorsed DGR - Public Ancillary Fund
48110456856,Active,2015-12-08,ACT,2604,INSTITUTE FOR REGIONAL SECURITY LTD,Item 1,Endorsed DGR
11835071529,Active,2015-12-21,ACT,2604,RELATIONSHIPS AUSTRALIA INC,Item 1,Endorsed DGR
60149775100,Active,2012-01-01,ACT,2604,RI Australia Network,Item 1,Endorsed DGR
16159635480,Active,2012-07-25,ACT,2604,THE BRIGHT YOUTH FOUNDATION LIMITED,Item 1,Endorsed DGR
54618033248,Active,2017-07-18,ACT,2604,THE FARM IN GALONG PTY LIMITED,Item 1,Endorsed DGR
68304989220,Active,2000-07-01,ACT,2604,The Trustee for CANBERRA RAILWAY MUSEUM TRUST,Items 1 & 4,Endorsed DGR
43661430024,Active,2013-01-16,ACT,2604,THE TRUSTEE FOR HANDS ACROSS CANBERRA TRUST,Item 2,Endorsed DGR - Public Ancillary Fund
42199729295,Active,2018-02-05,ACT,2604,The Trustee for the Chamberlain Foundation,Item 2,Endorsed DGR - Public Ancillary Fund
82458506509,Active,2015-05-29,ACT,2604,The Trustee for The David & Judith Taylor Foundation,Item 2,Endorsed DGR - Private Ancillary Fund
99381860460,Active,2007-10-01,ACT,2604,The trustee for THE PODMORE FOUNDATION CHARITABLE TRUST (ANCILLARY FUND),Item 2,Endorsed DGR - Public Ancillary Fund
64401261930,Active,2010-11-26,ACT,2604,The Trustee for The Rotary Club of Canberra South Community Trust,Item 2,Endorsed DGR - Public Ancillary Fund
90677510841,Active,2000-07-01,ACT,2604,TRUSTEES OF THE ROMAN CATHOLIC CHURCH FOR THE ARCHDIOCESE OF CANBERRA & GOULBURN AS TRUSTEE FOR MARYMEAD CHILD AND FAMILY CENTRE,Item 1,Endorsed DGR
78304765003,Active,2000-07-01,ACT,2604,TRUSTEES OF THE ROMAN CATHOLIC CHURCH FOR THE ARCHDIOCESE OF CANBERRA & GOULBURN AS TRUSTEE FOR THE MARYMEAD CENTRE AUXILIARY,Item 1,Endorsed DGR
41473082653,Active,2000-07-01,ACT,2604,VICTIMS OF CRIME ASSISTANCE LEAGUE(ACT) INC,Item 1,Endorsed DGR
